Station,Name,Last Report,Time Since Report,Latitude,Longitude,5-min Precip,10-min Precip,30-min Precip,60-min Precip,3-hour Precip,12-hour Precip
TW100,Sarita Station,20250703120000,00:00:00,27.218,-97.803,0,0,0,0,0,0
TW100,Sarita Station,20250703120500,00:00:00,27.218,-97.803,0,0,0,0,0,0
TW100,Sarita Station,20250703121000,00:00:00,27.218,-97.803,0,0,0,0,0,0
TW100,Sarita Station,20250703121500,00:00:00,27.218,-97.803,0,0,0,0,0,0
TW100,Sarita Station,20250703122000,00:00:00,27.218,-97.803,0,0,0,0,0,0
TW100,Sarita Station,20250703122500,00:00:00,27.218,-97.803,0,0,0,0,0,0
TW100,Sarita Station,20250703123000,00:00:00,27.218,-97.803,0,0,0,0,0,0
TW100,Sarita Station,20250703123500,00:00:00,27.218,-97.803,0,0,0,0,0,0
TW100,Sarita Station,20250703124000,00:00:00,27.218,-97.803,0,0,0,0,0,0
TW100,Sarita Station,20250703124500,00:00:00,27.218,-97.803,0,0,0,0,0,0
TW100,Sarita Station,20250703125000,00:00:00,27.218,-97.803,0,0,0,0,0,0
TW100,Sarita Station,20250703125500,00:00:00,27.218,-97.803,0,0,0,0,0,0
TW100,Sarita Station,20250703130000,00:00:00,27.218,-97.803,0,0,0,0,0,0
TW100,Sarita Station,20250703130500,00:00:00,27.218,-97.803,0,0,0,0,0,0
TW100,Sarita Station,20250703131000,00:00:00,27.218,-97.803,0,0,0,0,0,0
TW100,Sarita Station,20250703131500,00:00:00,27.218,-97.803,0,0,0,0,0,0
TW100,Sarita Station,20250703132000,00:00:00,27.218,-97.803,0,0,0,0,0,0
TW100,Sarita Station,20250703132500,00:00:00,27.218,-97.803,0,0,0,0,0,0
TW100,Sarita Station,20250703133000,00:00:00,27.218,-97.803,0,0,0,0,0,0
TW100,Sarita Station,20250703133500,00:00:00,27.218,-97.803,0,0,0,0,0,0
TW100,Sarita Station,20250703134000,00:00:00,27.218,-97.803,0,0,0,0,0,0
TW100,Sarita Station,20250703134500,00:00:00,27.218,-97.803,0,0,0,0,0,0
TW100,Sarita Station,20250703135000,00:00:00,27.218,-97.803,0,0,0,0,0,0
TW100,Sarita Station,20250703135500,00:00:00,27.218,-97.803,0,0,0,0,0,0
TW100,Sarita Station,20250703140000,00:00:00,27.218,-97.803,0,0,0,0,0,0
TW100,Sarita Station,20250703140500,00:00:00,27.218,-97.803,0,0,0,0,0,0
TW100,Sarita Station,20250703141000,00:00:00,27.218,-97.803,0,0,0,0,0,0
TW100,Sarita Station,20250703141500,00:00:00,27.218,-97.803,0,0,0,0,0,0
TW100,Sarita Station,20250703142000,00:00:00,27.218,-97.803,0,0,0,0,0,0
TW100,Sarita Station,20250703142500,00:00:00,27.218,-97.803,0,0,0,0,0,0
TW100,Sarita Station,20250703143000,00:00:00,27.218,-97.803,0,0,0,0,0,0
TW100,Sarita Station,20250703143500,00:00:00,27.218,-97.803,0,0,0,0,0,0
TW100,Sarita Station,20250703144000,00:00:00,27.218,-97.803,0,0,0,0,0,0
TW100,Sarita Station,20250703144500,00:00:00,27.218,-97.803,0,0,0,0,0,0
TW100,Sarita Station,20250703145000,00:00:00,27.218,-97.803,0,0,0,0,0,0
TW100,Sarita Station,20250703145500,00:00:00,27.218,-97.803,0,0,0,0,0,0
TW100,Sarita Station,20250703150000,00:00:00,27.218,-97.803,0,0,0,0,0,0
TW100,Sarita Station,20250703150500,00:00:00,27.218,-97.803,0,0,0,0,0,0
TW100,Sarita Station,20250703151000,00:00:00,27.218,-97.803,0,0,0,0,0,0
TW100,Sarita Station,20250703151500,00:00:00,27.218,-97.803,0,0,0,0,0,0
TW100,Sarita Station,20250703152000,00:00:00,27.218,-97.803,0,0,0,0,0,0
TW100,Sarita Station,20250703152500,00:00:00,27.218,-97.803,0,0,0,0,0,0
TW100,Sarita Station,20250703153000,00:00:00,27.218,-97.803,0,0,0,0,0,0
TW100,Sarita Station,20250703153500,00:00:00,27.218,-97.803,0,0,0,0,0,0
TW100,Sarita Station,20250703154000,00:00:00,27.218,-97.803,0,0,0,0,0,0
TW100,Sarita Station,20250703154500,00:00:00,27.218,-97.803,0,0,0,0,0,0
TW100,Sarita Station,20250703155000,00:00:00,27.218,-97.803,0,0,0,0,0,0
TW100,Sarita Station,20250703155500,00:00:00,27.218,-97.803,0,0,0,0,0,0
TW100,Sarita Station,20250703160000,00:00:00,27.218,-97.803,0,0,0,0,0,0
TW100,Sarita Station,20250703160500,00:00:00,27.218,-97.803,0,0,0,0,0,0
TW100,Sarita Station,20250703161000,00:00:00,27.218,-97.803,0,0,0,0,0,0
TW100,Sarita Station,20250703161500,00:00:00,27.218,-97.803,0,0,0,0,0,0
TW100,Sarita Station,20250703162000,00:00:00,27.218,-97.803,0,0,0,0,0,0
TW100,Sarita Station,20250703162500,00:00:00,27.218,-97.803,0,0,0,0,0,0
TW100,Sarita Station,20250703163000,00:00:00,27.218,-97.803,0,0,0,0,0,0
TW100,Sarita Station,20250703163500,00:00:00,27.218,-97.803,0,0,0,0,0,0
TW100,Sarita Station,20250703164000,00:00:00,27.218,-97.803,0,0,0,0,0,0
TW100,Sarita Station,20250703164500,00:00:00,27.218,-97.803,0,0,0,0,0,0
